#doc name topic proportion ...
0	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/332086790875930624.txt	9	0.9865696264810576	15	0.0012764783082441719	18	0.0010781278402521562	8	0.001064129086779505	14	9.594095940753813E-4	16	8.538875516518635E-4	5	7.74105075327828E-4	3	7.738418299325199E-4	4	7.209934234465243E-4	10	6.827225865018745E-4	0	6.823520879565473E-4	19	6.166786814536991E-4	1	6.040117396705638E-4	2	5.902103300277059E-4	11	5.772918935308922E-4	7	5.769418441895402E-4	12	5.115205686572365E-4	17	4.4551854707535664E-4	6	3.408281006809976E-4	13	3.013244294881773E-4	
1	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/329792085895028739.txt	11	0.9920001637777502	15	7.701494723282589E-4	18	6.504768486154136E-4	8	6.420308511154285E-4	14	5.78849470337012E-4	16	5.151838798082875E-4	5	4.6704797993035225E-4	3	4.668891536494981E-4	4	4.350036354188246E-4	10	4.1191333714417117E-4	0	4.1168980082762017E-4	19	3.7206645663328007E-4	1	3.644239934066912E-4	2	3.5609706118607724E-4	7	3.4809166281709567E-4	12	3.0862043913484606E-4	17	2.6879882856333307E-4	9	2.4506752177806776E-4	6	2.056349725638289E-4	13	1.8180085699156493E-4	
2	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/327745328818311168.txt	17	0.7935902875617027	16	0.1988455560630931	15	7.701494723282589E-4	18	6.504768486154136E-4	8	6.420308511154285E-4	14	5.78849470337012E-4	5	4.6704797993035225E-4	3	4.668891536494981E-4	4	4.350036354188246E-4	10	4.1191333714417117E-4	0	4.1168980082762017E-4	19	3.7206645663328007E-4	1	3.644239934066912E-4	2	3.5609706118607724E-4	11	3.48302861326142E-4	7	3.4809166281709567E-4	12	3.0862043913484606E-4	9	2.4506752177806776E-4	6	2.056349725638289E-4	13	1.8180085699156493E-4	
3	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/327966161230761985.txt	8	0.9872275702923227	15	0.0012764783082441719	18	0.0010781278402521562	14	9.594095940753813E-4	16	8.538875516518635E-4	5	7.74105075327828E-4	3	7.738418299325199E-4	4	7.209934234465243E-4	10	6.827225865018745E-4	0	6.823520879565473E-4	19	6.166786814536991E-4	1	6.040117396705638E-4	2	5.902103300277059E-4	11	5.772918935308922E-4	7	5.769418441895402E-4	12	5.115205686572365E-4	17	4.4551854707535664E-4	9	4.061852755143169E-4	6	3.408281006809976E-4	13	3.013244294881773E-4	
4	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/330749839082127360.txt	0	0.9901000998324428	15	9.606818639564793E-4	18	8.114026352562921E-4	8	8.008671263547174E-4	14	7.22054884271297E-4	16	6.426386405723649E-4	5	5.825940808089749E-4	3	5.823959614399193E-4	4	5.426220731394342E-4	10	5.138193126587383E-4	19	4.6411444780136436E-4	1	4.5458126485242007E-4	2	4.441942775802545E-4	11	4.344718188647333E-4	7	4.342083705542097E-4	12	3.8497209876261595E-4	17	3.3529875554271117E-4	9	3.056964031997696E-4	6	2.5650837380962E-4	13	2.2677777813123021E-4	
5	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/327894358760230912.txt	15	0.9874399195137874	18	0.0010781278402521562	8	0.001064129086779505	14	9.594095940753813E-4	16	8.538875516518635E-4	5	7.74105075327828E-4	3	7.738418299325199E-4	4	7.209934234465243E-4	10	6.827225865018745E-4	0	6.823520879565473E-4	19	6.166786814536991E-4	1	6.040117396705638E-4	2	5.902103300277059E-4	11	5.772918935308922E-4	7	5.769418441895402E-4	12	5.115205686572365E-4	17	4.4551854707535664E-4	9	4.061852755143169E-4	6	3.408281006809976E-4	13	3.013244294881773E-4	
6	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/329036602695372801.txt	19	0.9920239273730576	15	7.701494723282589E-4	18	6.504768486154136E-4	8	6.420308511154285E-4	14	5.78849470337012E-4	16	5.151838798082875E-4	5	4.6704797993035225E-4	3	4.668891536494981E-4	4	4.350036354188246E-4	10	4.1191333714417117E-4	0	4.1168980082762017E-4	1	3.644239934066912E-4	2	3.5609706118607724E-4	11	3.48302861326142E-4	7	3.4809166281709567E-4	12	3.0862043913484606E-4	17	2.6879882856333307E-4	9	2.4506752177806776E-4	6	2.056349725638289E-4	13	1.8180085699156493E-4	
7	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/327179995476807680.txt	0	0.9920635507172518	15	7.701494723282589E-4	18	6.504768486154136E-4	8	6.420308511154285E-4	14	5.78849470337012E-4	16	5.151838798082875E-4	5	4.6704797993035225E-4	3	4.668891536494981E-4	4	4.350036354188246E-4	10	4.1191333714417117E-4	19	3.7206645663328007E-4	1	3.644239934066912E-4	2	3.5609706118607724E-4	11	3.48302861326142E-4	7	3.4809166281709567E-4	12	3.0862043913484606E-4	17	2.6879882856333307E-4	9	2.4506752177806776E-4	6	2.056349725638289E-4	13	1.8180085699156493E-4	
8	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/329141227805110272.txt	18	0.9923023377650395	15	7.701494723282589E-4	8	6.420308511154285E-4	14	5.78849470337012E-4	16	5.151838798082875E-4	5	4.6704797993035225E-4	3	4.668891536494981E-4	4	4.350036354188246E-4	10	4.1191333714417117E-4	0	4.1168980082762017E-4	19	3.7206645663328007E-4	1	3.644239934066912E-4	2	3.5609706118607724E-4	11	3.48302861326142E-4	7	3.4809166281709567E-4	12	3.0862043913484606E-4	17	2.6879882856333307E-4	9	2.4506752177806776E-4	6	2.056349725638289E-4	13	1.8180085699156493E-4	
9	file:/home/fryz/SMRequirementsGathering/dashboard_data/mallet/./vectors/331123126563909633.txt	0	0.6623659025581013	15	0.16614827286140138	5	0.16589533635955367	18	5.428192956757697E-4	8	5.357711579534511E-4	14	4.8304664871539856E-4	16	4.299180691462021E-4	3	3.8961639001008924E-4	4	3.6300810320469013E-4	10	3.437393783099148E-4	19	3.104873791652278E-4	1	3.0410978630436694E-4	2	2.9716100789241464E-4	11	2.9065679165884403E-4	7	2.904805476831017E-4	12	2.5754203206295974E-4	17	2.2431112054148973E-4	9	2.0450747762619894E-4	6	1.7160123563352112E-4	13	1.5171179935991679E-4	
